player_id,web_name,first_name,second_name,team,team_id,position,price,now_cost,ownership,transfers_in_event,transfers_out_event,status,snapshot_time
1,Raya,David,Raya Martín,Arsenal,1,1,5.9,59,33.4,50144,18235,a,2026-02-04T01:14:58.251519
2,Arrizabalaga,Kepa,Arrizabalaga Revuelta,Arsenal,1,1,4.1,41,0.4,184,358,a,2026-02-04T01:14:58.251519
4,Setford,Tommy,Setford,Arsenal,1,1,3.9,39,0.2,156,415,a,2026-02-04T01:14:58.251519
5,Gabriel,Gabriel,dos Santos Magalhães,Arsenal,1,2,7.0,70,39.7,112999,5673,a,2026-02-04T01:14:58.251519
6,Saliba,William,Saliba,Arsenal,1,2,6.0,60,12.6,42470,7768,a,2026-02-04T01:14:58.251519
7,Calafiori,Riccardo,Calafiori,Arsenal,1,2,5.6,56,6.1,5349,5320,a,2026-02-04T01:14:58.251519
8,J.Timber,Jurriën,Timber,Arsenal,1,2,6.3,63,28.4,80477,26534,a,2026-02-04T01:14:58.251519
10,Lewis-Skelly,Myles,Lewis-Skelly,Arsenal,1,2,5.1,51,1.5,692,1799,a,2026-02-04T01:14:58.251519
11,White,Benjamin,White,Arsenal,1,2,5.1,51,0.6,1049,2422,a,2026-02-04T01:14:58.251519
13,Clarke,Brayden,Clarke,Arsenal,1,2,3.8,38,0.4,310,582,a,2026-02-04T01:14:58.251519
15,Nichols,Josh,Nichols,Arsenal,1,2,3.8,38,0.2,78,167,a,2026-02-04T01:14:58.251519
17,Ødegaard,Martin,Ødegaard,Arsenal,1,3,7.8,78,2.2,3768,9250,a,2026-02-04T01:14:58.251519
18,Madueke,Noni,Madueke,Arsenal,1,3,6.8,68,0.7,13645,1009,a,2026-02-04T01:14:58.251519
19,Martinelli,Gabriel,Martinelli Silva,Arsenal,1,3,6.8,68,0.9,1855,1092,a,2026-02-04T01:14:58.251519
20,Trossard,Leandro,Trossard,Arsenal,1,3,6.8,68,1.4,5791,9871,a,2026-02-04T01:14:58.251519
21,Rice,Declan,Rice,Arsenal,1,3,7.5,75,32.1,84827,87913,a,2026-02-04T01:14:58.251519
24,Nørgaard,Christian,Nørgaard,Arsenal,1,3,5.1,51,0.1,127,131,a,2026-02-04T01:14:58.251519
26,Zubimendi,Martín,Zubimendi Ibáñez,Arsenal,1,3,5.2,52,2.3,19739,2745,a,2026-02-04T01:14:58.251519
