player_id,web_name,first_name,second_name,team,team_id,position,price,now_cost,ownership,transfers_in_event,transfers_out_event,status,snapshot_time
1,Raya,David,Raya Martín,Arsenal,1,1,6.0,60,40.8,191026,37099,a,2026-09-17T02:34:45.806180
2,Arrizabalaga,Kepa,Arrizabalaga Revuelta,Arsenal,1,1,4.9,49,0.1,129,413,a,2026-09-17T02:34:45.806180
3,Meslier,Illan,Meslier,Arsenal,1,1,4.9,49,0.0,56,152,a,2026-09-17T02:34:45.806180
4,Gabriel,Gabriel,dos Santos Magalhães,Arsenal,1,2,8.0,80,23.4,31592,72661,a,2026-09-17T02:34:45.806180
5,J.Timber,Jurriën,Timber,Arsenal,1,2,6.5,65,0.2,13069,2297,a,2026-09-17T02:34:45.806180
7,Lewis-Skelly,Myles,Lewis-Skelly,Arsenal,1,3,5.5,55,0.6,2358,7680,a,2026-09-17T02:34:45.806180
8,Calafiori,Riccardo,Calafiori,Arsenal,1,2,5.8,58,50.2,181432,47286,a,2026-09-17T02:34:45.806180
9,Hincapie,Piero,Hincapié,Arsenal,1,2,5.3,53,0.9,1933,11931,a,2026-09-17T02:34:45.806180
12,Saka,Bukayo,Saka,Arsenal,1,3,9.5,95,12.4,121875,38753,a,2026-09-17T02:34:45.806180
13,Rice,Declan,Rice,Arsenal,1,3,7.4,74,12.6,19580,54922,a,2026-09-17T02:34:45.806180
14,Eze,Eberechi,Eze,Arsenal,1,3,6.3,63,1.1,2235,13024,a,2026-09-17T02:34:45.806180
15,Ødegaard,Martin,Ødegaard,Arsenal,1,3,6.7,67,19.5,214721,79269,a,2026-09-17T02:34:45.806180
16,Madueke,Noni,Madueke,Arsenal,1,3,6.2,62,0.2,793,2727,a,2026-09-17T02:34:45.806180
17,Merino,Mikel,Merino Zazón,Arsenal,1,3,5.8,58,0.4,999,4916,a,2026-09-17T02:34:45.806180
19,Zubimendi,Martín,Zubimendi Ibáñez,Arsenal,1,3,5.3,53,0.6,1119,6565,a,2026-09-17T02:34:45.806180
20,Dowman,Max,Dowman,Arsenal,1,3,5.3,53,0.1,636,818,a,2026-09-17T02:34:45.806180
25,Gyökeres,Viktor,Gyökeres,Arsenal,1,4,7.2,72,3.3,2697,39272,a,2026-09-17T02:34:45.806180
26,Havertz,Kai,Havertz,Arsenal,1,4,7.6,76,7.9,59209,66938,a,2026-09-17T02:34:45.806180
31,Konsa,Ezri,Konsa Ngoyo,Arsenal,1,2,4.5,45,18.3,216188,38004,a,2026-09-17T02:34:45.806180
452,Bruno G.,Bruno,Guimarães Rodriguez Moura,Arsenal,1,3,6.7,67,1.8,11963,6648,a,2026-09-17T02:34:45.806180
557,Tzolis,Christos,Tzolis,Arsenal,1,3,6.4,64,14.4,24985,175531,a,2026-09-17T02:34:45.806180
29,M.Bizot,Marco,Bizot,Aston Villa,2,1,4.5,45,0.1,357,857,a,2026-09-17T02:34:45.806180
32,Cash,Matty,Cash,Aston Villa,2,2,4.4,44,5.2,932,89366,a,2026-09-17T02:34:45.806180
33,Mings,Tyrone,Mings,Aston Villa,2,2,4.5,45,0.4,2049,3316,a,2026-09-17T02:34:45.806180
35,Bogarde,Lamare,Bogarde,Aston Villa,2,3,5.0,50,0.1,371,699,a,2026-09-17T02:34:45.806180
37,Lindelöf,Victor,Lindelöf,Aston Villa,2,2,4.5,45,0.3,2029,2190,a,2026-09-17T02:34:45.806180
38,A.García,Andrés,García,Aston Villa,2,2,4.0,40,1.6,5352,9652,a,2026-09-17T02:34:45.806180
41,Buendía,Emiliano,Buendía Stati,Aston Villa,2,3,5.9,59,0.9,3367,13573,a,2026-09-17T02:34:45.806180
45,McGinn,John,McGinn,Aston Villa,2,3,5.4,54,2.3,11285,14279,a,2026-09-17T02:34:45.806180
46,Barkley,Ross,Barkley,Aston Villa,2,3,5.0,50,0.3,1540,2532,a,2026-09-17T02:34:45.806180
47,Kamara,Boubacar,Kamara,Aston Villa,2,3,5.0,50,0.3,1402,3171,a,2026-09-17T02:34:45.806180
50,Burrowes,Bradley,Burrowes,Aston Villa,2,3,4.5,45,0.6,1507,4930,a,2026-09-17T02:34:45.806180
51,George Hemmings,George,Hemmings,Aston Villa,2,3,4.5,45,1.3,9799,10640,a,2026-09-17T02:34:45.806180
52,Alysson,Alysson Edward Franco,da Rocha dos Santos,Aston Villa,2,3,5.0,50,0.1,1115,393,a,2026-09-17T02:34:45.806180
53,Manzambi,Johan,Manzambi,Aston Villa,2,3,5.9,59,0.1,1275,719,a,2026-09-17T02:34:45.806180
56,Abraham,Tammy,Abraham,Aston Villa,2,4,5.5,55,0.2,1740,1861,a,2026-09-17T02:34:45.806180
160,Garnacho,Alejandro,Garnacho Ferreyra,Aston Villa,2,3,5.8,58,0.3,607,5134,a,2026-09-17T02:34:45.806180
166,N.Jackson,Nicolas,Jackson,Aston Villa,2,4,6.5,65,1.2,9157,21987,a,2026-09-17T02:34:45.806180
596,Ruggeri,Matteo,Ruggeri,Aston Villa,2,2,4.5,45,0.1,369,815,a,2026-09-17T02:34:45.806180
597,Suzuki,Zion,Suzuki,Aston Villa,2,1,5.0,50,1.8,10443,11605,a,2026-09-17T02:34:45.806180
606,Rowe,Triston,Rowe,Aston Villa,2,2,4.0,40,0.2,1335,1189,a,2026-09-17T02:34:45.806180
611,Wan-Bissaka,Aaron,Wan-Bissaka,Aston Villa,2,2,4.5,45,0.2,3155,1426,a,2026-09-17T02:34:45.806180
630,Harwood-Bellis,Taylor,Harwood-Bellis,Aston Villa,2,2,4.5,45,0.0,221,258,a,2026-09-17T02:34:45.806180
631,Mbaye,Ibrahim,Mbaye,Aston Villa,2,3,6.0,60,0.1,1521,939,a,2026-09-17T02:34:45.806180
57,Petrović,Đorđe,Petrović,Bournemouth,3,1,4.5,45,3.1,4433,16506,a,2026-09-17T02:34:45.806180
58,Forster,Fraser,Forster,Bournemouth,3,1,4.0,40,3.5,14433,9556,a,2026-09-17T02:34:45.806180
60,Hill,James,Hill,Bournemouth,3,2,5.5,55,0.8,2219,6885,a,2026-09-17T02:34:45.806180
