player_id,web_name,first_name,second_name,team,team_id,position,price,now_cost,ownership,transfers_in_event,transfers_out_event,status,snapshot_time
1,Raya,David,Raya Martín,Arsenal,1,1,6.0,60,39.7,75118,12472,a,2026-09-13T19:58:55.170895
2,Arrizabalaga,Kepa,Arrizabalaga Revuelta,Arsenal,1,1,4.9,49,0.1,47,158,a,2026-09-13T19:58:55.170895
3,Meslier,Illan,Meslier,Arsenal,1,1,4.9,49,0.0,27,63,a,2026-09-13T19:58:55.170895
4,Gabriel,Gabriel,dos Santos Magalhães,Arsenal,1,2,8.0,80,23.7,11638,27858,a,2026-09-13T19:58:55.170895
5,J.Timber,Jurriën,Timber,Arsenal,1,2,6.5,65,0.1,4865,566,a,2026-09-13T19:58:55.170895
7,Lewis-Skelly,Myles,Lewis-Skelly,Arsenal,1,3,5.5,55,0.6,968,3169,a,2026-09-13T19:58:55.170895
8,Calafiori,Riccardo,Calafiori,Arsenal,1,2,5.8,58,49.8,81683,13723,a,2026-09-13T19:58:55.170895
9,Hincapie,Piero,Hincapié,Arsenal,1,2,5.3,53,1.0,763,5507,a,2026-09-13T19:58:55.170895
10,White,Benjamin,White,Arsenal,1,2,5.5,55,7.1,10117,58524,a,2026-09-13T19:58:55.170895
12,Saka,Bukayo,Saka,Arsenal,1,3,9.5,95,11.7,38185,13528,a,2026-09-13T19:58:55.170895
13,Rice,Declan,Rice,Arsenal,1,3,7.4,74,12.8,6745,21572,a,2026-09-13T19:58:55.170895
14,Eze,Eberechi,Eze,Arsenal,1,3,6.3,63,1.1,717,5791,a,2026-09-13T19:58:55.170895
15,Ødegaard,Martin,Ødegaard,Arsenal,1,3,6.7,67,18.8,84905,25722,a,2026-09-13T19:58:55.170895
16,Madueke,Noni,Madueke,Arsenal,1,3,6.3,63,0.2,158,1201,a,2026-09-13T19:58:55.170895
17,Merino,Mikel,Merino Zazón,Arsenal,1,3,5.8,58,0.4,358,2183,a,2026-09-13T19:58:55.170895
19,Zubimendi,Martín,Zubimendi Ibáñez,Arsenal,1,3,5.3,53,0.6,385,2827,a,2026-09-13T19:58:55.170895
20,Dowman,Max,Dowman,Arsenal,1,3,5.3,53,0.1,114,343,a,2026-09-13T19:58:55.170895
25,Gyökeres,Viktor,Gyökeres,Arsenal,1,4,7.2,72,3.5,1005,17227,a,2026-09-13T19:58:55.170895
