player_id,web_name,first_name,second_name,team,team_id,position,price,now_cost,ownership,transfers_in_event,transfers_out_event,status,snapshot_time
1,Raya,David,Raya Martín,Arsenal,1,1,6.0,60,31.0,0,0,a,2026-08-09T01:01:12.533601
2,Arrizabalaga,Kepa,Arrizabalaga Revuelta,Arsenal,1,1,5.0,50,0.1,0,0,a,2026-08-09T01:01:12.533601
3,Meslier,Illan,Meslier,Arsenal,1,1,5.0,50,0.1,0,0,a,2026-08-09T01:01:12.533601
4,Gabriel,Gabriel,dos Santos Magalhães,Arsenal,1,2,8.0,80,26.5,0,0,a,2026-08-09T01:01:12.533601
7,Lewis-Skelly,Myles,Lewis-Skelly,Arsenal,1,3,5.5,55,0.3,0,0,a,2026-08-09T01:01:12.533601
8,Calafiori,Riccardo,Calafiori,Arsenal,1,2,5.5,55,16.7,0,0,a,2026-08-09T01:01:12.533601
9,Hincapie,Piero,Hincapié,Arsenal,1,2,5.5,55,4.2,0,0,a,2026-08-09T01:01:12.533601
10,White,Benjamin,White,Arsenal,1,2,5.5,55,0.4,0,0,a,2026-08-09T01:01:12.533601
11,Mosquera,Cristhian,Mosquera,Arsenal,1,2,5.5,55,15.7,0,0,a,2026-08-09T01:01:12.533601
12,Saka,Bukayo,Saka,Arsenal,1,3,9.5,95,10.7,0,0,a,2026-08-09T01:01:12.533601
13,Rice,Declan,Rice,Arsenal,1,3,7.5,75,22.4,0,0,a,2026-08-09T01:01:12.533601
14,Eze,Eberechi,Eze,Arsenal,1,3,6.5,65,3.2,0,0,a,2026-08-09T01:01:12.533601
15,Ødegaard,Martin,Ødegaard,Arsenal,1,3,6.5,65,2.9,0,0,a,2026-08-09T01:01:12.533601
16,Madueke,Noni,Madueke,Arsenal,1,3,6.5,65,0.4,0,0,a,2026-08-09T01:01:12.533601
17,Merino,Mikel,Merino Zazón,Arsenal,1,3,6.0,60,1.2,0,0,a,2026-08-09T01:01:12.533601
18,Martinelli,Gabriel,Martinelli Silva,Arsenal,1,3,6.5,65,0.3,0,0,a,2026-08-09T01:01:12.533601
19,Zubimendi,Martín,Zubimendi Ibáñez,Arsenal,1,3,5.5,55,1.5,0,0,a,2026-08-09T01:01:12.533601
20,Dowman,Max,Dowman,Arsenal,1,3,5.5,55,0.2,0,0,a,2026-08-09T01:01:12.533601
22,Nwaneri,Ethan,Nwaneri,Arsenal,1,3,5.5,55,0.0,0,0,a,2026-08-09T01:01:12.533601
23,Fábio Vieira,Fábio,Ferreira Vieira,Arsenal,1,3,5.5,55,0.0,0,0,a,2026-08-09T01:01:12.533601
24,Nelson,Reiss,Nelson,Arsenal,1,3,5.5,55,0.0,0,0,a,2026-08-09T01:01:12.533601
25,Gyökeres,Viktor,Gyökeres,Arsenal,1,4,7.5,75,13.1,0,0,a,2026-08-09T01:01:12.533601
26,Havertz,Kai,Havertz,Arsenal,1,4,7.5,75,3.9,0,0,a,2026-08-09T01:01:12.533601
27,G.Jesus,Gabriel,Fernando de Jesus,Arsenal,1,4,6.0,60,0.4,0,0,a,2026-08-09T01:01:12.533601
557,Tzolis,Christos,Tzolis,Arsenal,1,3,6.5,65,2.3,0,0,a,2026-08-09T01:01:12.533601
28,Martinez,Emiliano,Martínez Romero,Aston Villa,2,1,5.0,50,4.8,0,0,a,2026-08-09T01:01:12.533601
29,M.Bizot,Marco,Bizot,Aston Villa,2,1,4.5,45,0.1,0,0,a,2026-08-09T01:01:12.533601
30,Digne,Lucas,Digne,Aston Villa,2,2,4.5,45,1.4,0,0,a,2026-08-09T01:01:12.533601
31,Konsa,Ezri,Konsa Ngoyo,Aston Villa,2,2,4.5,45,16.6,0,0,a,2026-08-09T01:01:12.533601
32,Cash,Matty,Cash,Aston Villa,2,2,4.5,45,7.8,0,0,a,2026-08-09T01:01:12.533601
33,Mings,Tyrone,Mings,Aston Villa,2,2,4.5,45,0.2,0,0,a,2026-08-09T01:01:12.533601
34,Pau,Pau,Torres,Aston Villa,2,2,4.5,45,0.3,0,0,a,2026-08-09T01:01:12.533601
35,Bogarde,Lamare,Bogarde,Aston Villa,2,3,5.0,50,0.1,0,0,a,2026-08-09T01:01:12.533601
36,Maatsen,Ian,Maatsen,Aston Villa,2,2,4.5,45,0.6,0,0,a,2026-08-09T01:01:12.533601
37,Lindelöf,Victor,Lindelöf,Aston Villa,2,2,4.5,45,0.2,0,0,a,2026-08-09T01:01:12.533601
38,A.García,Andrés,García,Aston Villa,2,2,4.0,40,1.6,0,0,a,2026-08-09T01:01:12.533601
39,Nedeljkovic,Kosta,Nedeljkovic,Aston Villa,2,2,4.0,40,0.6,0,0,a,2026-08-09T01:01:12.533601
41,Buendía,Emiliano,Buendía Stati,Aston Villa,2,3,6.0,60,0.9,0,0,a,2026-08-09T01:01:12.533601
42,Guessand,Evann,Guessand,Aston Villa,2,3,5.5,55,0.0,0,0,a,2026-08-09T01:01:12.533601
44,Bailey,Leon,Bailey,Aston Villa,2,3,5.5,55,0.1,0,0,a,2026-08-09T01:01:12.533601
45,McGinn,John,McGinn,Aston Villa,2,3,5.5,55,2.7,0,0,a,2026-08-09T01:01:12.533601
46,Barkley,Ross,Barkley,Aston Villa,2,3,5.0,50,0.2,0,0,a,2026-08-09T01:01:12.533601
47,Kamara,Boubacar,Kamara,Aston Villa,2,3,5.0,50,0.1,0,0,a,2026-08-09T01:01:12.533601
49,Iling Jr,Samuel,Iling-Junior,Aston Villa,2,3,5.0,50,0.0,0,0,a,2026-08-09T01:01:12.533601
50,Burrowes,Bradley,Burrowes,Aston Villa,2,3,4.5,45,0.9,0,0,a,2026-08-09T01:01:12.533601
51,George Hemmings,George,Hemmings,Aston Villa,2,3,4.5,45,0.3,0,0,a,2026-08-09T01:01:12.533601
52,Alysson,Alysson Edward Franco,da Rocha dos Santos,Aston Villa,2,3,5.0,50,0.0,0,0,a,2026-08-09T01:01:12.533601
53,Manzambi,Johan,Manzambi,Aston Villa,2,3,6.0,60,2.2,0,0,a,2026-08-09T01:01:12.533601
54,Gomes,Joao,Gomes,Aston Villa,2,3,5.5,55,0.3,0,0,a,2026-08-09T01:01:12.533601
55,Watkins,Ollie,Watkins,Aston Villa,2,4,8.0,80,12.7,0,0,a,2026-08-09T01:01:12.533601
56,Abraham,Tammy,Abraham,Aston Villa,2,4,5.5,55,0.1,0,0,a,2026-08-09T01:01:12.533601
160,Garnacho,Alejandro,Garnacho Ferreyra,Aston Villa,2,3,6.0,60,1.0,0,0,a,2026-08-09T01:01:12.533601
57,Petrović,Đorđe,Petrović,Bournemouth,3,1,4.5,45,3.7,0,0,a,2026-08-09T01:01:12.533601
58,Forster,Fraser,Forster,Bournemouth,3,1,4.0,40,3.1,0,0,a,2026-08-09T01:01:12.533601
