player_id,web_name,first_name,second_name,team,team_id,position,price,now_cost,ownership,transfers_in_event,transfers_out_event,status,snapshot_time
1,Raya,David,Raya Martín,Arsenal,1,1,6.0,60,34.5,50808,14500,a,2026-03-10T18:35:08.176933
2,Arrizabalaga,Kepa,Arrizabalaga Revuelta,Arsenal,1,1,4.1,41,0.4,106,276,a,2026-03-10T18:35:08.176933
4,Setford,Tommy,Setford,Arsenal,1,1,3.9,39,0.2,102,318,a,2026-03-10T18:35:08.176933
5,Gabriel,Gabriel,dos Santos Magalhães,Arsenal,1,2,7.2,72,43.5,56043,8102,a,2026-03-10T18:35:08.176933
8,J.Timber,Jurriën,Timber,Arsenal,1,2,6.3,63,28.5,95144,10687,a,2026-03-10T18:35:08.176933
10,Lewis-Skelly,Myles,Lewis-Skelly,Arsenal,1,2,5.1,51,1.4,452,1018,a,2026-03-10T18:35:08.176933
13,Clarke,Brayden,Clarke,Arsenal,1,2,3.8,38,0.4,92,369,a,2026-03-10T18:35:08.176933
15,Nichols,Josh,Nichols,Arsenal,1,2,3.7,37,0.2,1145,735,a,2026-03-10T18:35:08.176933
16,Saka,Bukayo,Saka,Arsenal,1,3,9.8,98,8.1,34020,5779,a,2026-03-10T18:35:08.176933
18,Madueke,Noni,Madueke,Arsenal,1,3,6.8,68,1.0,756,8145,a,2026-03-10T18:35:08.176933
19,Martinelli,Gabriel,Martinelli Silva,Arsenal,1,3,6.8,68,0.9,703,2126,a,2026-03-10T18:35:08.176933
21,Rice,Declan,Rice,Arsenal,1,3,7.4,74,30.0,43740,85667,a,2026-03-10T18:35:08.176933
24,Nørgaard,Christian,Nørgaard,Arsenal,1,3,5.1,51,0.1,86,103,a,2026-03-10T18:35:08.176933
26,Zubimendi,Martín,Zubimendi Ibáñez,Arsenal,1,3,5.2,52,4.4,6172,26521,a,2026-03-10T18:35:08.176933
30,Havertz,Kai,Havertz,Arsenal,1,4,7.3,73,0.5,597,1988,a,2026-03-10T18:35:08.176933
31,G.Jesus,Gabriel,Fernando de Jesus,Arsenal,1,4,6.4,64,0.4,609,4477,a,2026-03-10T18:35:08.176933
266,Eze,Eberechi,Eze,Arsenal,1,3,7.2,72,8.1,10834,10775,a,2026-03-10T18:35:08.176933
662,Mosquera,Cristhian,Mosquera,Arsenal,1,2,5.3,53,0.1,451,162,a,2026-03-10T18:35:08.176933
666,Gyökeres,Viktor,Gyökeres,Arsenal,1,4,8.8,88,12.1,19789,47202,a,2026-03-10T18:35:08.176933
700,Dowman,Max,Dowman,Arsenal,1,3,4.2,42,0.5,5472,2318,a,2026-03-10T18:35:08.176933
711,Harriman-Annous,Andre,Harriman-Annous,Arsenal,1,3,4.4,44,0.0,13,22,a,2026-03-10T18:35:08.176933
725,Hincapie,Piero,Hincapié,Arsenal,1,2,5.1,51,0.9,11209,1566,a,2026-03-10T18:35:08.176933
759,Salmon,Marli,Salmon,Arsenal,1,2,4.0,40,0.0,35,49,a,2026-03-10T18:35:08.176933
32,Martinez,Emiliano,Martínez Romero,Aston Villa,2,1,5.1,51,4.4,5550,18481,a,2026-03-10T18:35:08.176933
33,M.Bizot,Marco,Bizot,Aston Villa,2,1,4.2,42,0.4,72,252,a,2026-03-10T18:35:08.176933
37,Digne,Lucas,Digne,Aston Villa,2,2,4.5,45,1.5,1355,3819,a,2026-03-10T18:35:08.176933
38,Konsa,Ezri,Konsa Ngoyo,Aston Villa,2,2,4.4,44,8.0,8089,18907,a,2026-03-10T18:35:08.176933
39,Maatsen,Ian,Maatsen,Aston Villa,2,2,4.2,42,0.6,997,1909,a,2026-03-10T18:35:08.176933
